date,source,title,text
2026-06-14 14:55:21,Суспільне,Генштаб уточнив наслідки удару по нафтотерміналу в Краснодарському краї РФ в ніч на 13 червня,"Генштаб ЗСУ уточнив наслідки удару по нафтотерміналу «Таманьнефтегаз» у Краснодарському краї РФ, підтвердивши пошкодження трьох резервуарів, трубопроводу та обладнання на причалах"
2026-06-14 14:50:26,Суспільне,"Сухий фонтан, майданчики, сцена: в Олександрії на місті колишнього ринку створять парк","В Олександрії Кіровоградської області створили концепцію громадського простору на території колишнього ринку ""Айсберг"", яку місто повернуло громаді у 2025 році, після закінчення договорів оренди"
2026-06-14 14:48:01,Суспільне,"Атаки, день жалоби у громаді, історія військового, що пів року був ""на нулі"". Головні новини Дніпра та області 14 червня",Оперативні новини Дніпра та Дніпропетровської області за 14 червня 2026 року читайте в хроніці подій від редакції Суспільне Дніпро
2026-06-14 14:47:14,Суспільне,У Сумах змагались панкратіасти і розіграли 100 медалей,13 червня у Сумах відбувся відкритий турнір дитячо-юнацького спортивного клубу “Козак” з панкратіону “Козацький рубіж”. Більше у новині
2026-06-14 14:47:03,Суспільне,"Вироки, арешти та відхилені скарги: порушення прав людини у Криму за тиждень",Окупаційні суди та силовики продовжують переслідування жителів Криму. Про порушення прав людини на півсотрові читайте у матеріалі Суспільне Крим
2026-06-14 14:42:54,Суспільне,Чи можна заразитися під час здачі крові: спростовуємо 6 міфів про донорство,"Пояснюємо найпоширеніші міфи про донорство крові: чи можна заразитися під час донації, чи потрібні лише рідкісні групи, як впливають татуювання та чи потрібна сувора дієта перед процедурою"
2026-06-14 14:41:25,Суспільне,"""Дорога — яма в яму"": чому в Берегометській громаді не можуть відремонтувати дорогу до одного із сіл","У Берегометській громаді на Буковині не можуть відремонтувати дорогу до села Велике, яка в критичному стані. Водночас громада вже витратила власні гроші на проєктно-кошторисну документацію. Чому не почали ремонт дороги"
2026-06-14 14:41:00,Суспільне,"""Немає місця для дурниць"": ветеран з Черкащини розповів про повернення до цивільного життя","Черкащанин Дмитро Федько займався підприємництвом — виробляв хлібобулочну продукцію. 25 лютого 2022 року він долучився до територіальної оборони, виконував бойові завдання на Сіверському та Бахмутському напрямках"
2026-06-14 14:25:37,Суспільне,У Запорізькій області зафіксували 120 випадків інфекційних хвороб,"З 5 по 12 червня в Запорізькій області зареєстрували 120 випадків інфекційних хвороб, 34 з них – кишкові інфекції. У двох дорослих і однієї дитини діагностували сальмонельоз"
2026-06-14 14:21:07,Суспільне,“Б’ються в повну силу”: у Мукачівському замку провели лицарський турнір,"У Мукачеві другий день відбувається лицарський турнір у замку ""Паланок"". На ньому виступають близько 20 лицарів із різних міст України. Серед них — три жінки"
2026-06-14 14:20:14,Суспільне,Тварина загинула на місці події: на трасі Чернігів — Київ автівка збила лося,На трасі поблизу села Ягідне Чернігівського району 13 червня сталася дорожньо-транспортна пригода за участі дикої тварини. Внаслідок ДТП лось загинув на місці полії. Про це повідомляє Державна екологічна інспекція області.
2026-06-14 14:20:09,Суспільне,"Михайло Кохан оновив особистий рекорд на пів метра у метанні молота та здобув ""срібло"" турніру в США","Український метальник молота Михайло Кохан встановив особистий рекорд — метнув молот на 82.38 метра, при цьому на старті в Лос-Анджелесі з цим результатом українець здобув ""срібло"""
2026-06-14 14:19:50,Суспільне,Драматична розв'язка і тайбрейк у матчі Україна — Польща в Лізі націй з волейболу: огляд гри,"Огляд четвертого матчу Ліги націй з волейболу між Україною та Польщею, хто переміг у матчі Україна-Польща, з яким рахунком Польща перемогла Україні в матчі Ліги Націй-2026"
2026-06-14 14:18:08,Суспільне,ДТП з вини водіїв електросамокатів: Вінниччина увійшла у трійку лідерів,"За півтора року на Вінниччині зафіксували 9 судових справ про ДТП з вини водіїв електросамокатів. Загалом в Україні за цей період розглянули 104 такі справи. Найчастіше йдеться про порушення ПДР, керування у стані сп’яніння"
2026-06-14 14:11:29,Суспільне,"""Це стало невід’ємною частиною життя"": в Тернополі завершився тиждень донорства",У Тернополі напередодні Всесвітнього дня донора крові завершився тиждень донорства. Він стартував 8 червня. За результатом акції Тернопільський центр служби крові відвідало понад сімсот донорів
2026-06-14 14:06:06,Суспільне,Місцями грози: прогноз погоди на Хмельниччині 15 червня,"Завтра, 15 червня, за прогнозами синоптиків, у Хмельницькій області буде хмарно. Синоптики прогнозують короткочасний дощ, місцями грозу. Температура повітря протягом доби коливатиметься від 7°C до 22°C тепла"
2026-06-14 14:05:40,Суспільне,"Українка Лузан вперше в кар'єрі здобула чотири ""золота"" на Євро з веслування на байдарках і каноє","Людмила Лузан завершила Євро-2026 з веслування з чотирма золотими медалями, скільки медалей виграла Людмила Лузан на Євро-2026, результат Людмили Лузан на Євро-2026"
2026-06-14 14:05:25,Суспільне,"Без прав, але з проблисковими маячками: у Львові затримали 20-річного водія","У Львові патрульні під час комендантської години затримали на вулиці Кульпарківській 20-річного водія, який їхав з увімкненими проблисковими маячками. Під час перевірки з'ясували, що він ще й позбавлений водійських прав."
2026-06-14 14:03:00,Суспільне,НМТ-2026: як проходить тестування на Дніпропетровщині,У 2026 році на національний мультипредметний тест зареєструвалося 355 тисяч абітурієнтів. Понад 25 тисяч із них складають іспит на Дніпропетровщині
2026-06-14 14:02:54,Суспільне,Рецептом вареників із автентичними начинками поділилася господиня з Рівненщини,"Вареники з пшоном, картоплею, сушеними грушами та чорницями — смак дитинства для Наталії Ярмошко з Рівненщини. Господиня у матеріалі поділилася рецептом автентичної страви та секретом солодкої начинки"
2026-06-14 14:02:00,Суспільне,Від головного сержанта роти до флориста: як ветеран Григорій Коваль вирощує квіти у прикордонному Путивлі,"Путивлянин Григорій Коваль – ветеран війни, майже 10 років займається квітами. Чоловік флорист, разом з дружиною розводить квіти та продає. Втілити мету родині допомогла програма BLOOM"
2026-06-14 10:48:02,Суспільне,Сили оборони уразили пункт управління БпЛА окупантів у Голій Пристані на ТОТ Херсонщини,У ніч на 14 червня 2026 року та протягом попередньої доби підрозділи Сил оборони України завдали ураження низці військових об'єктів російської армії
2026-06-14 10:46:21,Суспільне,Україна здобула першу за три роки медаль Кубка світу з академічного веслування у парній четвірці,"Українська веслувальна четвірка виборола другу медаль України"" на Кубку світу з академічного веслування на другому етапі, що проходить у болгарському Пловдиві"
2026-06-14 13:46:17,Суспільне,"""Сила. Відвага. Честь"" — у Житомирі відкрилася виставка фотографій 95 ОДШБр","В артпросторі ""Вежа"" відкрилася мандрівна виставка фотографій військових 95 бригади. В експозиції представлені понад 70 світлин, які відображають життя бригади — бойову роботу, навчання, евакуацію та відпочинок"
2026-06-14 13:43:45,Суспільне,"Валерій Чорний залишає посаду головного тренера ФК ""Чернігів""","Валерій Чорний залишає посаду головного тренера ФК ""Чернігів"". При цьому зазначається, що він продовжить роботу в клубі. Про це йдеться на Facebook-стоірнці ФК."
2026-06-14 13:42:34,Суспільне,"Новоекономічне, Сокологірськ та Багатир: військові атакували обʼєкти армії РФ на ТОТ","В Новоекономічному, Клебан-Бику, Багатирі та інших населених пунктах Донеччини та Луганщини уразили обʼєкти армії РФ в ніч на 14 червня 2026 року"
2026-06-14 13:41:18,Суспільне,РФ атакувала залізничну станцію в Лозовій на Харківщині: машиніст і помічник машиніста зазнали поранень,Вранці 14 червня армія РФ атакувала залізничну станцію в Лозовій на Харківщині: внаслідок ударів машиніст і помічник машиніста зазнали поранень
2026-06-14 13:40:59,Суспільне,"""416 днів — жодної звістки"": у Черкасах організували акцію на підтримку зниклих та полонених військових","Близько сотні людей зібралися на Соборній площі у Черкасах, щоб провести акцію на підтримку військовополонених та безвісти зниклих воїнів ""Не мовчи — полон вбиває"""
2026-06-14 13:40:00,Суспільне,Травмована під час обстрілу Затоки гімнастка Олександра Паскаль отримала квартиру в Києві,"10-річна гімнастка Олександра Паскаль, яка зазнала поранень під час обстрілу Затоки, отримала квартиру в Києві для участі у тренуваннях і змаганнях."
2026-06-14 13:32:54,Суспільне,Шукає зниклого сина і розвиває доставку сухпаїв дронами: історія ветеранки Оксани Дмитренко-Лисенко,"Син Оксани Дмитренко-Лисенко зник безвісти 2024-го. Він — військовослужбовець 47-ї механізованої бригади «Маґура». До війська долучився 2021-го, коли йому виповнилося 18 років. Нині жінка займається його розшуком"
2026-06-14 13:24:59,Суспільне,"""Усе, про що ми мріяли"". ""Нью-Йорк Нікс"" взяли реванш у ""Сан-Антоніо"" і здобули перший титул НБА за 53 роки","""Нью-Йорк Нікс"" здобули перший титул НБА з 1973 року, кого у фіналі НБА перемогли ""Нікс"", з яким рахунком перемогли ""Нікс"", який рекорд встановили ""Нікс"""
2026-06-14 13:20:00,Суспільне,Став донором крові ще у студентські роки: волинянин понад 50 разів здавав кров,"36-річний волинянин Сергій Серебряков з серпня 2021 року є Почесним донором крові. Також чоловік — демобілзований військовослужбовець, у 2022-2023 роках служив на Луганщині"
2026-06-14 13:14:46,Суспільне,"На Франківщині зіткнулися BMW та Volkswagen Transporter: є загиблий і травмовані, серед них — дитина","13 червня 2026 року між селами Тисменичани та Березівка, що на Франківщині сталася ДТП — BMW зіткнулося з автомобілем Volkswagen Transporter. Внаслідок цього загинув водій і травмувалися люди"
2026-06-14 13:02:16,Суспільне,"Зеленський: невдоволення росіян Путіним зростає й не спиниться до парламентських виборів у РФ, запланованих на вересень","Зеленський заявив, що за оцінками української розвідки невдоволення росіян Путіним та протестні настрої в РФ продовжать зростати до парламентських виборів у вересні. Водночас підтримка правлячої партії продовжуватиме падати"
2026-06-14 12:58:46,Суспільне,"МСК ""Сумчанка"" стала чемпіоном України: детальніше","МСК ""Сумчанка"" стала чемпіоном України. Матчі фінального туру чемпіонату України з хокею-5S серед жіночих команд провели у Сумах. Більше у новині"
2026-06-14 12:54:58,Суспільне,Потрібні донори із негативним резусом. Чи вистачає Києву запасів крові під час війни,"У столиці потребують донорів із негативним резус-фактором. Розповідаємо, яких компонентів крові найбільше потребують лікарні, де можна здати кров та як часто це дозволяють робити медики"
2026-06-14 12:54:33,Суспільне,У Харкові тимчасово змінили маршрут трамваїв №6 та №8: яка причина,"У Харкові тимчасово змінили маршрут трамваїв №6 та №8: транспорт не курсуватиме по провулку Салтівському та Салтівському шосе, повідомили у міськраді"
2026-06-14 12:47:03,Суспільне,"""Нічого тут важкого не було"": черкаські курсанти взяли участь у тактичних заняттях","Для курсантів ЧНУ ім. Богдана Хмельницького провели тактичні навчання. Під час занять вони відпрацьовували елементи, які постійно використовуються військовими під час виконання бойових завдань"
2026-06-14 12:36:17,Суспільне,"""Де бачу кавунчик — беру в колекцію"": переселенка із Херсонщини збирає предмети із зображенням баштанних","Оксана Сагайдак — переселенка із Херсонщини до Житомира. Працює координаторкою у місцевому Центрі допомоги херсонцям. 3 місяці тому почала збирати речі, на яких зображені кавуни. Розповіла, що ці ягоди нагадують про її рідний дім"
2026-06-14 12:36:11,Суспільне,На фестивалі Миколайчук OPEN у Чернівцях проведуть День військового кіно: коли,"16 червня на фестивалі глядацького кіно «Миколайчук OPEN» у Чернівцях відбудеться День військового кіно. У програмі — сім стрічок про українських військових, звільнення Курщини, роботу мобільних вогневих груп та інші"
2026-06-14 12:32:00,Суспільне,"""Впали можливості застосовувати класичні ракети"": військовий про наслідки ударів українських дронів по РФ","Війська РФ збільшили кількість ударів далекобійними дронами через можливу нестачу ракет, повідомив експерт з озброєнь Defense Express Киричевський. Проте, зазначає, нині Сили оборони мають паритет за кількістю запущених БпЛА"
2026-06-14 12:27:42,Суспільне,"""Ми маємо перспективи ""добити"" Кримський міст"", — генерал Маломуж","Кримський міст залишається однією з ключових цілей України в межах стратегії ізоляції окупованого Криму, заявив генерал Микола Маломуж в етері Суспільного 14 червня"
2026-06-14 12:26:18,Суспільне,"""Бачив, що вони налякані"". Польща подолала ""страх"" України та відігралася з 0:2 у матчі Ліги націй з волейболу","Ліга націй з волейболу: матч Польща - Україна завершився камбеком чоловічої збірної з 0:2 за сетами, як це сталось, як капітан і тренер збірної Польщі пояснили злам гри в матчі проти України"
2026-06-14 12:22:56,Суспільне,Смертельна ДТП на Миколаївщині: автомобіль збив пішохода,"У Південноукраїнську, що на Миколаївщині, 14 червня трапилася дорожньо-транспортна пригода. Авто Hyundai Sonata, яким керував 24-річний водій, наїхало на 54-річного пішохода. Чоловік загинув на місці."
2026-06-14 12:20:05,Суспільне,"Українські бійці на півдні ліквідували 104 окупанти, знищили шість артсистем та 14 безпілотників РФ","Українські бійці на півдні за добу ліквідували 104 окупанти. Уразили 25 розрахунків операторів БпАК, сім антен різного типу, три пункти управління БпЛА, польовий склад майна та 44 укриття особового складу"
2026-06-14 12:20:00,Суспільне,"""Зловживання фіксуються"": у центрі Львова посилять контроль за в’їздом у пішохідну зону","У центральній частині Львова посилять контроль за в’їздом у пішохідну зону. Причиною є те, що в центрі почастішали випадки транзитного проїзду приватних транспортних засобів через пішохідну зону."
2026-06-14 12:18:58,Суспільне,Зі Святогірської громади евакуювали 30 людей протягом тижня — начальник МВА,"Російська армія щонайменше чотири рази на добу обстрілює Святогірську громаду авіацією. За тиждень звідси вивезли 30 людей, зокрема шестеро дітей, розповів начальник МВА Рибалкін"
2026-06-14 12:18:11,Суспільне,"Суд зобов'язав стягнути 102 тисячі гривень штрафу з чоловіка, який у Чернігові незаконно продавав електронні сигарети","У Чернігові винесли вирок підприємцю — штраф 102 тисячі гривень — за незаконний продаж електронних сигарет з рідиною, яка використовується до них. Також суд зобов'язав конфіскувати 22 тисячі гривень доходу та знищити продукцію"
2026-06-14 12:17:38,Суспільне,"Благодійна платформа ""Дітям наших Захисників"": яким неповнолітнім на Полтавщині допомагають","Благодійна платформа «Дітям наших Захисників» опікується дітьми-сиротами, які втратили обох батьків або когось одного з батьків внаслідок війни, а інший помер чи загинув внаслідок інших обставин"
2026-06-14 12:15:00,Суспільне,Російські війська атакували Одещину двома авіаційними ракетами Х-59 13 червня,"Російські війська запустили по Одещині дві керовані авіаційні ракети Х-59 з території Криму. У Повітряному командуванні ""Південь"" повідомили деталі атаки та роботу ППО."
2026-06-14 12:14:44,Суспільне,Викрали та катували підприємця з тимчасово окупованого Мелітополя на Запоріжжі: підозрюється громадянин України,"Правоохоронці заочно повідомили про підозру громадянину України у жорстокому поводженні з цивільними: за даними слідства, чоловік був причетним до викрадення, катування та допитів бізнесмена із тимчасово окупованого Мелітополя"
2026-06-14 12:08:38,Суспільне,"""Моя кров мінімум 10 людям допомогла"": у Вінниці зібрали кров до Всесвітнього дня донора","У Вінниці до Всесвітнього дня донора 159 людей здали донації. За один раз збирають 450 мілілітрів крові, розповіли в міському Центрі служби крові"
2026-06-14 12:07:26,Суспільне,Дворічна дитина під час гри застрягла в огорожі на сходах будинку на Рівненщині,Дворічна дитина застрягла між металевими елементами огорожі на сходах будинку на Рівненщині. Це сталося під час гри. Її вивільнили рятувальники
2026-06-14 12:06:19,Суспільне,"За тиждень РФ застосувала проти України понад 1900 дронів, 1790 авіабомб та 17 ракет різних типів — Зеленський","Упродовж тижня РФ застосувала проти України 920 дронів, 1790 керованих авіабомб та 17 ракет різних типів. За словами Зеленського, попереду саміти G7, ЄС і НАТО, і важливо аби вони завершилися конкретними рішеннями"
2026-06-14 12:03:40,Суспільне,"""Ми здійснили мрію"". Шотландія вперше за 36 років здобула перемогу в матчі ЧС з футболу","Збірна Шотландії перемогла Гаїтї в матчі ЧС-2026, коли востаннє на ЧС перемагала збірна Шотландії, кого і з яким рахунком перемогла збірна Шотландії в першому матчі на ЧС-2026"
2026-06-14 12:00:12,Суспільне,Одинадцятикласниця з Богодухова склала НМТ з англійської мови на 200 балів,"Одинадцятикласниця з Богодухова отримала 200 балів на НМТ з англійської мови, повідомили на Facebook-сторінці Богодухівського ліцею №1"
2026-06-14 12:00:00,Суспільне,Короткочасний дощ та гроза: якою буде погода у Чернівцях та області 15 червня,"У понеділок, 15 червня, у Чернівецькій області буде мінлива хмарність. Також вдень місцями прогнозують короткочасний дощ, а також грозу"
2026-06-14 12:00:00,Суспільне,Помилки під час пошуку зниклих безвісти: як безпечно поширювати інформацію про полон,"Родинам військових, які зникли безвісти або можуть перебувати у полоні, радять обережно поширювати інформацію про близьку людину у соцмережах та медіа"
2026-06-14 11:42:54,Суспільне,Травмувалися п'ятеро людей: на Кіровоградщині водій легковика врізався в дерево,"В аварії на Кіровоградщині травмувалися п'ятеро людей. Двох з понівеченого легкового автомобіля витягли рятувальники, розповіла речниця служби з надзвичайних ситуацій в області Оксана Васильків"
2026-06-14 11:34:51,Суспільне,Порушення у закупівлях на майже 200 млн грн: що під час моніторингу виявили аудитори на Буковині,"Цьогоріч аудитори провели 72 моніторинги публічних закупівель на Буковині — порушення виявили у понад 75% випадків, частина з них вплинула на результати торгів. Так скасували шість закупівель та розірвали вісім договорів"
2026-06-14 11:33:48,Суспільне,У Тернополі висадили квітник пам’яті на честь полеглих захисників,"У Тернополі в дворі будинку на вулиці Миколи Карпенка, 12Б висадили квітник пам’яті на честь полеглих захисників України Романа Друзя та Петра Стечишина. Ідея створення квітника належить їхнім дружинам"
2026-06-14 11:32:25,Суспільне,"""П'ятий сет завжди як лотерея"". Волейболіст Тупчій прокоментував втрачену перевагу України у грі з Польщею у Лізі націй","Два топгравці збірної України з волейболу Дмитро Янчук та Василь Тупчій прокоментували результати першого змагального тижня ""синьо-жовтих"" на Лізі націй: коментарі"
2026-06-14 11:26:03,Суспільне,"Не село, а місто з фортецею: в Одесі презентували 3D-реконструкцію Хаджибея","В Одесі презентували першу 3D-реконструкцію Хаджибейської фортеці. Історики та археологи розповіли про першу згадку Хаджибея у 1415 році, археологічні знахідки на Приморському бульварі та чому вважають Хаджибей містом, а не селом."
2026-06-14 11:18:42,Суспільне,"У горах на Івано-Франківщині рятувальники допомогли туристу, в якого погіршилося самопочуття",13 червня під час проходження маршруту в районі полонини Ґаджина у Карпатах погіршилося самопочуття у туриста. Рятувальники надали йому допомогу
2026-06-14 11:16:51,Суспільне,"Трирічна дівчинка, яка була поранена через російський удар по Херсону, перебуває в ""Охматдиті"": що відомо про її стан","Поранена внаслідок російської атаки на Херсон трирічна дівчинка опритомніла в ""Охматдиті"". За життя її матері наразі борються лікарі. Що відомо про стан родини"
2026-06-14 11:11:12,Суспільне,"Зеленський підтвердив ураження нафтового об'єкта в Ярославському регіоні та підприємству ""Азот"" у Тульській області РФ","Зеленський підтвердив удари по нафтовому обʼєкту у Ярославському регіоні, що має значення для резерву РФ, а також підприємству ""Азот"" у Тульській області, від діяльності якого залежить виробництво вибухових речовин в РФ"
2026-06-14 11:10:48,Суспільне,Справи погіршуються: чому міліє та забруднюється річка Рось на Черкащині,Річка Рось на Черкащині забезпечує водою понад 500 тисяч населення. Водночас річка потребує модернізації системи чищення стічних вод та запобігання розорення прибережних захисних смуг
2026-06-14 11:03:44,Суспільне,"У ПП ""Краківець"" вилучили партію незадекларованих ""iPhone"" за понад мільйон гривень","У пункті пропуску ""Краківець"", що на українсько-польському кордоні, викрили дві спроби перевезти техніку ""Apple"" без оподакування. Чотирнадцять ""iPhone 17 Pro Max"" за понад мільйон гривень вилучили."
2026-06-14 11:01:19,Суспільне,Були травмовані четверо людей в ДТП на Рівненщині,"Внаслідок ДТП на Рівненщині були травмовані четверо людей. За даними поліції, зіткнулися двоє автомобілів на трасі Доманово – Ковель – Чернівці – Тереблече"
2026-06-14 11:01:14,Суспільне,"В аварії біля Луцька загинули двоє водіїв, пасажирка у лікарні","У смертельній аварії поблизу села Дачне на Волині загинули 46-річний та 61-річний водії, 20-річна пасажирка з травмами у лікарні. Правоохоронці з’ясовують обставини ДТП"
2026-06-14 11:00:00,Суспільне,"""Потреба в крові зросла в 3-4 рази"": завідувач станції переливання про донорство під час війни | Інтерв'ю",Чи можна їсти банани перед донацією та яких груп крові бракує найбільше? Читайте інтерв'ю із завідувачем Миколаївської станції переливання Євгеном Поповим
2026-06-14 10:56:30,Суспільне,Обстріли Запоріжжя та області 14 червня: що відомо,"14 червня армія РФ декілька разів атакувала населенні пункти Запорізького району: попередньо дві людини загинуло, восьмеро поранені"
2026-06-14 10:53:59,Суспільне,Росіяни вдарили девʼятьма КАБами по Золочівській громаді на Харківщині менш ніж за годину — очільник СВА Коваленко,"Армія РФ вдарила девʼятьма КАБами по Золочівській громаді вранці 14 червня. Атака тривала близько 50 хвилин, повідомив очільник громади Віктор Коваленко"
2026-06-14 10:48:10,Суспільне,"""На війні найчастіше помирають саме через втрату крові"", — почесний донор, військовослужбовець Олексій Пацюк","""Олексій Пацюк — майданівець, кадровий військовий з 20-річним стажем в армії, а із 2025 року ще й почесний донор України. Чоловік розповів, як почав здавати кров та що зробить коли отримає звання заслуженого донора України"
2026-06-14 10:47:22,Суспільне,"""Не витримали ментально"". Тренер України з волейболу пояснив поразку від Польщі на тайбрейку в грі Ліги націй","Агустін Брісколі, помічник головного тренера збірної України з волейболу Рауля Лосано, розповів враження після гри ""синьо-жовтих"" проти чинного чемпіона Ліги націй"
2026-06-14 10:47:20,Суспільне,Війська РФ атакували підприємство у Дніпрі: поранені семеро людей,Війська РФ атакували підприємство легкої промисловості у Дніпрі. Семеро людей дістали поранення. Троє чоловіків госпіталізовані. Медики оцінюють їхній стан як середньої тяжкості
2026-06-14 10:44:25,Суспільне,Допомога шкільним психологам: як планують надавати на Полтавщині,"Полтавська академія неперервної освіти разом із партнерами з Одеси та Запоріжжя бере участь в українсько-австрійському проєкті, спрямованому на професійну підтримку психологів закладів освіти"
2026-06-14 10:37:22,Суспільне,У Кривому Розі в одному з мікрорайонів замінять понад 6 км трубопроводів,"У Кривому Розі триває оновлення критичної інфраструктури. Зокрема, у мікрорайоні Гірницький до кінця грудня цього року планують замінити 6305 метрів старих водопровідних мереж"
2026-06-14 10:34:55,Суспільне,Сили оборони відбили 35 атак на Гуляйпільському та Оріхівському напрямках — Генштаб ЗСУ,"13 червня Сили оборони України відбили 35 атак російських військових на Гуляйпільському та Оріхівському відтинках фронту, повідомили в Генштабі ЗСУ"
2026-06-14 10:29:29,Суспільне,Стрілянина в Ірпені: чоловік відкрив вогонь у бік перехожих,"В Ірпені Київської області поліція затримала чоловіка, який відкрив стрілянину на одній із вулиць міста. Внаслідок події ніхто не постраждав"
2026-06-14 10:28:58,Суспільне,Велика Британія перехопила танкер тіньового флоту РФ у Ла-Манші — Стармер,"Прем’єр-міністр Великої Британії Кір Стармер повідомив, що вранці віддав наказ Збройним силам країни перехопити танкер так званого ""тіньового флоту"", який намагався пройти через Ла-Манш"
2026-06-14 10:27:43,Суспільне,Історія під асфальтом: що відомо про стару бруківку в центрі Сум,"На вулиці Перекопській у Сумах після руйнування шару асфальту місцями відкрилася стара бруківка. Сумські історики припускають, що ці ділянки мощення можуть походити з кінця ХІХ – початку ХХ століття. Більше дізнавалось Суспільне"
2026-06-14 10:27:35,Суспільне,"""Ти вже не можеш просто повернутися назад"": як художник з Берліна через мистецтво відкривав для себе Донеччину","Алан Меєр — художник з Берліна, з 2014 року долучився до гуманітарних проєктів для допомоги дітям у прифронтових містах Донецької області. Щороку організовував мистецьку резиденцію у Маріуполі, Краматорську, Старобільську"
2026-06-14 10:24:40,Суспільне,Полеглі герої Вінниччини: за тиждень стало відомо про загибель 24 оборонців,"Протягом тижня стало відомо про загибель військових з Вінниччини, які загинули на війні проти Росії. Суспільне збирає дані, щоб зберегти пам’ять про кожного захисника"
2026-06-14 10:14:25,Суспільне,Україна не втримала перевагу і програла Польщі на тайбрейку у чоловічій Лізі націй з волейболу: як це сталося,"Збірна України з волейболу зіграла проти Польщі у матчі Ліги націй, результат матчу Україна - Польща, як Україна не втримала перевагу у два сети проти Польщі"
